id,codigo,designacao
8644b060-5564-4832-81bb-4a2e591b53d8,GO-2100555,ANEL DE RETEN��O G3
866d7d1c-d734-4d8a-b731-6f1bfd3bf5eb,GO-3500274,CONVERSOR
87225635-4eae-4e0e-a089-1d45aeb280c9,GO-6201350,CABO TRAV�O DE M�O G3
872a4a42-a2c3-4f86-818e-b98785344daf,GO-7140442,TAMPA LATERAL DIREITA
8783ba1d-29df-43c4-b698-754df56d0dc0,GO-7140552,BICA DO PARA-BRISA
882d0cf2-a41f-44e9-a2a5-e31358f3db87,GO-128MP003,LUZ FRENTE G4
884f59ce-f940-4076-b0f3-6402a8842163,GO-6001185,DOBRADI�A PORTA G3
891ecc8e-9e26-42eb-9b73-29b71ed770c6,GO-6200526,FICHA F 220V / 16A
892a3fdc-9311-4b58-85da-3c2d2fb503a2,TEC-BM302,PATIM
89df3356-f8ac-4f73-8fdc-a8bfbeb8edd4,OF-CS-JU-AU-3/4,JUN��O AUTOM�TICA 3/4
89fe1158-e2fb-446e-9c6e-b30fe07b154e,GO-2100044,VEDANTE ENTRADA
8a38784c-cc12-46ff-8d5f-611f54c6df73,GO-6200834,CREMALHEIRA DE DIRE��O G6
8a5840f6-152b-4a38-8367-49d1147de2d1,OF-CS-EL-TE-021,TERMINAL CRAVAR COBRE TC 16-6
8a598a61-50d8-4c9a-aaf6-896e656fe168,OF-CS-EL-LR-F5P,LIGA��O R�PIDA FEMEA 5P
8a9f0598-171b-47bb-b195-5b8094b293e5,HAA-605800,MOTOR 40V ESCOVA LATERAL
8ac91f36-153a-400c-a0d1-4521f49b4e8b,GO-7140698,KIT ADAPTACAO PEDAL ACELERADOR G4
8aff1041-5ac5-4f44-8b28-fe5e3a8cf91d,GO-5000023,PARAFUSO
8b5c6bdc-5dcf-4b13-938b-8f485065838f,HA-122-192,ELETROVALVULA COMPLETA Y44
8b7a4ba0-e6ea-4479-953b-d48b5ac7e8fc,GO-2100561,RETENTOR ENTRADA G3
8ba165bc-fd91-4bec-b25f-0deb79c74a95,GO-7102261,PISCA FRENTE G4 - NV
8bc9ebff-6170-4195-9a8b-e0476445c3fa,GO-7141094,KIT MOTOR ELEVADOR DE VIDROS - G6 (SB 71724314)
8c388cc7-b678-4453-ac70-67fb01ada229,HA-69024920,FILTRO COMBUSTIVEL
8c393837-aed9-41eb-a841-adbc40c89e72,GO-6301077,CABO
8c405ebc-fc34-4ce3-9d24-d1100b4adae0,HA-07-190,CHAVE QUADRADA
8ce63f40-5291-443f-bd36-8f867661ab8d,OF-CS-PF-IN-10X25,PARAFUSO INOX 10X25
8cf08403-ac22-445e-bc6f-c24e96f98927,GO-6101812,VIOLETE ROTULAS DE DIREÇÃO G3
8d2bb141-3b9f-4d99-a7e3-7fb7a2369f44,GO-6200294,CONJ. 3 CABOS
8d4c1865-0040-439a-83ee-0ddb7c42ce68,GO-6004513,BARRA FRONTAL PARACHOQUES G6
8dc259d3-b249-48b7-b441-2e1a02c24151,GO-2100465,ROTULA
8dc4630a-86d4-4946-9bcb-db1803202e6a,HA-150-308,PARAFUSO
8e47d4e4-9738-446b-8844-75f7a09057be,GO-CH-RO,CHAVE RODA
8e5eb06f-4f63-4d9c-80a9-7626cb5df677,TEC-BP784,IMAN
8e72275b-b062-4e5e-85cd-ab89791fab4b,GO-6400038,TUBO DE TRAV�O TRASEIRO G4
8ea366bf-8a4f-415f-abd9-3cbee0e9f1ba,G2-LONA,LONA G2
8ecc5804-61bd-4e28-93e6-fff731e8be54,GO-6207624,ABA FRONTAL
8ee750d8-029d-42cb-8821-b875024da3aa,GO-6207292,VIDRO DA PORTA DO LADO DIREITO G4
8f05f1bc-0610-4231-92b5-20cbc3eeea78,OF-CS-HD-VA-3V34,V�LVULA ESFERA FF 3/4
8f37d6b0-09fa-4da7-9a53-d7157d8275e4,OF-CS-AR-ABS,ARGILA ABSORVENTE
8f794499-a7f7-457e-b501-41beb18d9c4c,GO-7140151,KIT AMORTECEDOR C/MOLA DIANTEIRO G5
8f9290cd-5b3a-494a-a6b3-8ce625d2be9f,GO-3450676,CABO DE CARREGAMENTO MODE 2 TYP2/NF 16A 7M
8f936504-b4b6-4c25-9e8f-70cf4cf7d94a,GO-4151044,FECHO PORTA DRT. G4
8fc41caa-f538-4c12-99c0-0100ce050214,HA-116-738,MOTOR LIMPA VIDROS - 1650
90b2d285-a6af-43a2-ace5-2e34b8d27f53,GO-6200074,L�MINA DE SUSPENS�O G4
916482a1-d64e-4d50-b97b-db24fcf86ddc,GO-6108416,COBERTURA ESQ FRT
91cc12e8-606b-4bb6-aafe-a6365ec03685,TEC-AO656,CAL�O
920f3810-9def-4e9e-a4a5-d2e3be2e269d,GO-4150096,SINOBLOCO
924ad7e7-cf89-43ee-b1b0-5d9b00dd308a,OF-CS-EL-FU-002,"FUS�VEL """"TIPO FICHA""""                                        "
92c29373-8959-44e3-a047-f764837eb560,HA-301-543,DEPOSITO DE AGUA
92d412c7-1c45-4209-ae04-a8c9bf450ecb,HA-99147800,CARRINHO DE ASPIRA��O
92d51a09-48b4-4608-b834-be26bebf40cd,GO-7141110,KIT DE ISOLAMENTO DO CHICOTE - G6 (SB 71724325)
9348f354-149c-4ebc-ba4c-5211a13b6fd3,OF-CS-EL-TE-001,TERMINAL CILINDRICO F�MEA 0.5-1.5
934bce02-dafc-4404-a4a1-72f6c3455667,GO-2100318,VIDRO FAROLIM TRASEIRO DIR. G3
93693cee-294c-41b4-825a-7f51d7193e3a,GO-6207328,FICHA 48V
93721b08-6743-46bd-9ffa-8ec1e5718209,HA-114-027,ENGATE RAPIDO
93b0e6de-7120-4faa-9219-acbcba5ad13c,OF-CS-EL-TE-011,TERMINAL OLHAL 1.5X4
93b80d45-3a8f-4283-a6ad-858ebc12c5ba,HA-122-593,BORRACHA VEDACAO TAMPA TRASEIRA
93d234b4-9ba5-4c2f-9e2a-8f843c4235ef,GO-3550089,PISCA FRENTE G4
940c4854-145a-4d7e-9810-dc946d15ca56,HA-68242,FILTRO AR SECUNDARIO
940e7a5d-b758-4aaf-81e9-31b3b00b3ce7,OF-CS-EL-LR-F4P,LIGA��O R�PIDA FEMEA 4P
94e2e312-b607-4b8d-a340-d5ec5c7502bd,GO-7140276,AMORTECEDOR TRASEIRO | G5
95197e70-f864-4778-b1d2-de33225c3d0a,HA-300-992,BOMBA AP - HAKO
952e24e1-d941-46e8-9787-97f9b2ef1239,GO-7140864,BCM PROGRAMADA - G6
9543fe4e-24eb-4164-8202-57a3aef09682,GO-3450376,SENSOR NIVEL DA ALTA PRESS�O
954ee803-0779-4f3e-b4a3-305f09a58609,HA-114-173,KIT DE JUNTAS
956ba505-390a-40a9-a590-6185ade1bc1a,HA-301-591,COVERING L.H. WHITE RAL 9010
95a9c70b-734e-4979-93fb-e6c165cc0488,GO-6207229,FICHA CARREHADOR FEMEA G3
969ce3b6-9a92-4955-91c5-2199186a0816,TEC-BR405,SENSOR
96aa5d0c-17b6-466c-944c-33e4fc76e5b6,GO-4150006,ESPELHO RETROVISOR DIREITO G4
96c01c61-76e9-4bfc-b5c4-58fcc4c9c820,OHM-610190192,FAROLIM TRASEIRO DIR
96e5ac63-4a30-4b75-9083-52068704d239,GO-PIST-PRESS,PISTOLA DE ALTA PRESS�O
97187135-1b2b-4d0d-b6e0-a9afcaaf1b16,OF-CS-EL-TU-002,TUBO TERMORRETRATIL 13.5-6.5 HFT-13.0-1 VM
9720822d-56ad-400c-b172-4b8e3b91fe4c,GO-2100763,SUPORTE FAROLIM DIR - G6
9749fc67-b955-44c4-8e1f-62d8cc3feba7,GO-2100525,VEIO DE ACOPLAMENTO
9771328c-872a-4b15-afe5-f1797c477f6a,GO-6200288,CABLAGEM PRINCIPAL - G3
97bcf1c5-4b50-40e1-8b0c-28e78c82ea6c,HA-150-903,FILTRO COMBUSTIVEL
9859d26d-d03a-48c8-9b7d-9bfa50d1fbea,OF-CS-LB-OL15W40,�LEO 15W40
987e1b2f-d207-44c2-b44d-8e6c1e21d6f8,GO-7140374-02,CARREGADOR G5 LITIO 13A
98cdac79-0562-4431-b5e7-a0754047177b,OF-CS-AN-CH-M16AL,ANILHA CHAPA ABA LARGA M16
98d6620a-f06f-43cd-9155-5436fed29104,HA-122-159,BORRACHA TRASEIRA
991fd10f-0ae7-46ca-8746-3912e7d8d75d,GO-4200223,RACCORD GIRATORIO (ENROL. AP) G4
9927aa33-ee4d-4769-ac2a-3d2a44ca7fd3,GO-3500208,CONVERSOR 72V / 13.7V
994fc1a2-9cef-4616-950c-bd9ac2af782c,GO-105138797,PIVOT
999e1836-e684-4d8f-866a-de43795c3583,HA-147-641,LUZ MATRICULA CM1650
99c47731-1fc4-45ef-84f2-e18a920995d7,OF-CS-PO-FR-M16,PORCA FREIADA M16
99f231f6-b3f5-4c24-9956-1bd6a9028b98,HA-302-282,Porta taseira dir- Branca (completa)
9a1f3735-378a-4d67-b48f-ba2f1122df84,GO-6207399,TETO CABINE - G4
9a287790-7730-4734-9002-a9a1167af88e,GO-4100046,PNEU 155R13  G4
9a498b1b-0e18-4eff-9c0e-2833fc0da3af,GO-7140223,CONJUNTO DE R�TULAS DA DIRE��O  G3
9a59a43e-b094-4328-a4c0-3a84a81d2a74,GO-6200524,PACK BATERIAS 240AH  G4
9bfeb325-c8a3-4dcc-babd-02c66fdc5d7b,GO-2100690,VEIO DE TRANSMISS�O DIREITO G4
9c32b078-dcc7-421d-9ab2-3536a7250ae2,GO-6200760,FICHA MACHO G4
9c542cd7-7f59-4c28-bb38-abd95506444d,TEC-AQ834,ANEL
9cda7d00-699f-414e-81ba-43379e450a47,HA-150-119,TACO
9cf66ac7-f109-4134-a0c4-b935088c1059,GO-6207288,PARACHOQUES TRASEIRO G4
9d153556-7ef6-4816-8e46-e11493213eda,HA-149-617,CAVILHA SISTEMA 3 ESCOVAS
9dfdd3e9-a795-4c04-b5fe-50f8348dd2bf,GO-7140239,KIT OTICA FRENTE DIREITO G3
9e2e55f4-a2b3-4633-89bf-ed9217f874a9,GO-4000357,CONECTOR
9e91fe65-21d2-47bb-83b2-994d46978a10,HA-150-467,ESTRUTURA FRONTAL DAS ESCOVAS
9ec7bc23-9474-4b6e-bfb6-4ecedef8c50b,OF-CS-LB-OLHID,�LEO HIDR�ULICO 46
9ef6de24-7183-44af-96cc-464428f0ff44,HA-147-200,BOTAO VERDE
9effd8d5-3f3e-423d-914d-e9322b3d7fd1,HA-110-291,PEGA MANGOTE
9f108999-3e0d-4d3a-93b1-3b49e9c24720,HA-05-464,MOLA SUPORTE CARRINHO ASPIRA��O
9f308334-d654-4dc9-8a3c-ac131e43aec6,GO-7140902,KIT PARAFUSOS SUSPENS�O
9f4289a4-0ea4-4a10-bf1c-82dee3410c38,GO-3450528,CORTA CORRENTE G4
9f4691f3-ada9-4e73-8036-904c1ef6774d,GO-4000525,KIT TRAVAO
9f86cc98-689c-4da2-abed-60282424543c,GO-104011283,RELAY 4 PATAS 12VDC  G4
9fa92f0f-7bf7-4bdb-ad90-68511380ad76,GO-2100045,ROLAMENTO
9fc05f94-5bf5-4fe6-a718-fcfff5254553,GO-7140360,SEMI-EIXO ESQUERDO G3
a0177173-8a52-4322-abd4-3da85ad6b1d8,HA-149-433,SENSOR DEPÓSITO DE AGUA
a0d6b4dd-de07-4a6f-b6d6-1a56c98caf00,HA-147-368,PISTOLA AP | HAKO
a1336e0b-c25b-4436-95a1-bd7496e471ed,OL-80W90,�LEO 80W90
a18f48fc-96e8-4f18-8af3-f75dd1b1e6ad,TEC-BH736,PATIM
a1ba6b86-c336-49ca-aad0-fd0e41e85238,GO-7140806,KIT ADAPTA��O PEDAL ACELERADOR
a24eea93-4423-48ac-b4eb-0a76cbc3ea24,GO-6004085,REDE LATERAL
a2889b4c-9624-4b21-a59b-9df91c9aae8d,HA-106-504,VIDRO CHAO CABINE
a2a5971d-3483-48e5-982c-47a6774e9bdc,P-4361,FILTRO HIDR�ULICO
a2d9a8bb-a17e-4d2f-8f11-33ca8e4ba935,GO--4200132,CONEX�O MACHO
a30c44c6-538e-42c1-819f-0810bcb6d5db,OF-CS-LI-MA-002,MASSA CARTUCHO
a3198d2a-9cbe-4b0d-ba91-8a8bffaba168,GO-2100012,ROLAMENTO 30205 J2/Q
a3847da9-11c5-48cd-ad39-4285a7f24949,GO-2100387,DOBRADI�A SUPERIOR | G2
a3f0cd44-2085-42a8-bdb0-7a915d0a209d,GO-4200380,FLANGE DE FREIO DRT.
a40e916a-35ae-4e8a-92d3-fcfc6f269668,OF-CS-HD-TB-BF4100,TUBO HIDR�ULICO C/4100MM
a4134cff-7e75-495e-a143-a229918682f8,HA-116-001,CABO FRONTAL
a447e955-3817-46bb-af84-4876def548c4,GO-7002188,PAINEL MADEIRA CORTINA TRASEIRA G4
a4cc2157-3813-4c98-ad8e-ef3011553ee7,HA-149-158,TACO C/FECHO
a506d622-6c65-4b14-9d49-824e7b6a4c7f,OF-CS-EL-FU-001,"FUS�VEL """"TIPO MAXI FICHA""""                                   "
a53c9687-e7a9-42a3-a74d-ae4057964abe,HA-150-031,FILTRO DE COMBUSTIVEL
a5431d8c-b770-4395-a547-56f9c55d4a45,GO-6200514,TUBO DE TRAV�O G4
a57f2dea-0a01-4c1c-8268-1a877fff23be,HA-149-726M,TUBO ASPIRA��O
a5ae4a5a-3fc9-4fa7-9a8a-596540e83572,TEC-BE252,CAVILHA
a61231e0-9666-4e2b-b686-fca8b3d8c137,TEC-850281,ANILHA
a64d0743-dbc5-45d7-9e9d-5f8b3b388872,GO-6111415,ESPA�ADOR
a6bcd2dd-ca15-4112-9861-bfe5e93e2f75,GO-6207377,VIDRO FIXO PORTA DIREITA G4
a72e071b-7025-4125-a4a1-64155ccae0d9,GO-127MP126,CINTO | G4
a76446a9-18e8-48f6-a477-2d77d8598b37,GO-2100047,VEDANTE SAIDA
a7b029f0-c61f-4d8c-aca5-ef2b6b74560c,GO-2100496,POLIA G4
a7d698b8-15cc-4a29-ad41-c14e881231b1,GO-BR-SUPORTE,SUPORTE FERRO PARA BARRA FRONTAL
a851a725-3158-4988-934f-e4ae39b53670,GO-7140765,KIT 2 DISCOS TRAV�O TRAS | G6
a8c1c351-33ce-4aab-8c4c-3c2ed85d5dc4,OF-CS-PO-FR-M14,PORCA FREIADA M14
a8cbfa71-59c2-4d16-8ec8-50ec5ee689d7,TSM-14-0500-054,CONTA HORAS
a9317824-eda8-49f6-82b5-fe6d2c90bce1,GO-4150754,CINTO DE SEGURAN�A 3 PONTOS
a9589dc5-803d-4b39-ad6e-cf17195c960e,GO-3450435,UBORNE BATERIA
a9cd827b-bb9f-4214-ae02-9df2741bf047,GO-124MP013,CAIXA DE DIRE��O
aa0360dd-1fbb-4200-99c3-8b85b4ddb1ae,HA-149-026,FAROL TRASEIRO - NEVOEIRO
aa530ff7-6333-4caf-80a2-64c8566228f0,OF-CS-HD-TB-BF650,TUBO HIDR�ULICO C/650MM
aa68f799-8885-4417-aaf5-be37679d54d7,HA-147-086,KIT BORRACHAS
aaae068b-c66d-465e-b8e9-aee525164f48,GO-3550111,FAROLIM TRASEIRO ESQ. G4
ab17ad4e-f0bf-4ad1-9c0c-aee65d513169,HA-150-053,FILTRO VENTILA��O
abc32fe3-6dd8-41af-8ed1-c4f6a70ecbdc,GO-4000454,CRUZ HIDR�ULICA (AP)
abef596a-f8ed-48c5-95dc-92a57ef800d9,OF-CS-EL-LR-M5P,LIGA��O R�PIDA MACHO 5P
ac03fa5e-8789-4763-b827-6a12d7ea43a4,OF-CS-CI-RO-001,CINTA COM ROQUETE 5MT
ac0604a2-1433-493d-acb9-a39b9792ddf4,GO-4200033,KIT TRAV�O TRASEIRO ESQ.
ac07fa19-ab69-4ec5-b326-690b77a0e027,GO-7140616,KIT 4 PASTILHAS TRAV�O
ac14bebb-ab9b-4071-a6e0-367120cb14a5,OF-CS-DV-CO-002,CARTUCHO VEDANTE/COLA TRANSPARENTE
ac1f0bdc-2fa5-4d21-874e-3952f6a6af3e,HA-301-625,TETO CABINE - HAKO 1650
acb349f3-a571-464c-94ef-abb5cf239f9e,GO-6109725,SUPORTE
aceb9ab9-1178-4aa3-986e-2db2300de064,OF-CS-PO-FR-M6,PORCA FREIADA INOX M6
ad06e908-aa2e-451d-9432-cd82af959cd5,OF-CS-LI-SP002,LIMPEZA DE CONTACTOS EL�TRICOS
ae01d24f-cacd-465c-abc3-addb8bcecb29,GO-6301100,CABO BATERIA B+ - G6
ae1e4b50-ccd2-4f09-99f0-c785b84c5ca1,HA-147-592,DOBRADI�A
ae49aea2-203a-42ec-80b2-182c856a7b4a,OF-CS-EL-TE-012,TERMINAL CRAVAR COBRE TC 6-8
af06bfe0-7e30-466e-9f07-683cae40d70d,OF-CS-PO-RE-CL-M8,PORCA REBITAR CABE�A LARGA M8
af3be2fc-ad3e-44c3-8c1a-82ff674db379,HA-101-915,KIT DE JUNTAS
af40b51e-9a18-4a8d-81dd-5083b9c811eb,OF-CS-JU-RO-001,JUN��O ROSCADA 1
afe541a7-bd51-4ef1-b74d-c25198662987,HA-TU-HID-FR,TUBO HIDRAULICO FRONTAL ESCOVAS
b0ba4686-8ac6-4e7f-ae1f-9608521336ef,GO-ROL-004,ROLAMENTO EIXO FORA
b1477ac8-2e48-4b15-8adf-acecaebe3e34,GO-6207958,CAIXA DE DIRE��O (SUBSTITUI GO-6200507)
b17b5762-cf9a-4a8a-8dd8-f61e82dda911,GO-4150005,ESPELHO RETROVISOR COMPLETO ESQ. G4
b19adb87-8cb5-4e4f-b9f0-071aca50f4c6,GO-7140869,KIT OPTOCOUPLER
b21a70bc-5a7b-4c67-9a24-a51c9912b43f,HA-149-724,FILTRO EM REDE DO INTERIOR DA CUBA
b243be96-5dfb-4dd9-9465-c4b18b430988,OF-CS-PO-FR-M8,PORCA FREIADA INOX M8
b2a74d28-7eab-4a47-8399-66fa399a229c,HA-149-039,FAROL TRASEIRO LED
b2f49546-9e55-4cc9-84f0-1976e4a4f8c6,OF-CS-UN-002,UNI�O CRAVAR COBRE UC 16
b311ce33-5d1d-45f3-8730-1f50f4adfafa,OF-CS-AN-CH-IN-M12,ANILHA CHAPA INOX ABA LARGA M12
b34ebeb2-7cb4-4464-8042-94c6e207a06c,GO-BFG4,BARRA FRONTAL DE LAVAGEM  G4
b3cbde38-304c-4611-9124-29297df9dbde,HA-114-032,FILTRO OLEO MOTOR
b3d4d3a3-4e75-43b6-9ca9-afb131e43880,GO-7140561,LAMINA DE SUSPENS�O TRAS - G4
b4052844-2b9e-4946-939f-2e20ce0f7287,GO-4000446,FILTRO TANQUE SISTEMA AP200
b491f6c8-ae31-4622-a581-19c1e3f5748e,GO-4000542,BOMBA DE TRAV�ES
b49e43bd-9a78-41a2-84e1-9755059eebbc,G4-LONA,LONA G4
b4a06f1e-eb39-42b6-b703-1767554fff8a,GO-7140410,PORTA COMPLETA DIREITA G4
b4a09e43-6306-493f-92c8-96af2b3c4276,GO-2100164,RACCORD GIRATORIO (ENROL. AP)
b554b064-0d42-44dc-9acf-f5efce451f50,OF-CS-EL-LR-M4P,LIGA��O R�PIDA MACHO 4P
b590a44e-6b60-418b-b7b4-a05c173d8f86,GO-3500054,BOT�O DE EMERG�NCIA G3
b63945b8-892d-4e09-9d5a-1db75507950d,TEC-850231,PARAFUSO
b653ebb1-b918-47b4-ac14-51dd75813bb1,GO-3450066,BUZINA 12V  G3
b67b21fa-2dd1-429d-a294-2270c7a93dd8,HA-116-752,CABO BODWEN
b68553c0-2e70-46e4-9b92-665d4f879b74,GO-ROL-003,ROLAMENTO ACOPLAMENTO CENTRAL
b6c0cb77-0894-4e2a-837c-94d06a8b75f4,GO-7140414-02,CARREGADOR 100AH G4
b6e0d13a-ab2c-4005-948b-7dbddef0417b,HA-301-671,TAMPA SUPERIOR - TURBINA
b6f31b3f-540c-4780-bdbf-a69a8db6f0b3,HA-69018095,FILTRO HIDRAULICO
b706661e-0cda-4fb4-81ac-3e7fae9e88de,GO-7140943,CARREGADOR G4 MY22 BAT LI
b71d4cf2-5310-4d67-8830-f78e3f82f704,HA-69024919,FILTRO OLEO
b858ad7c-c8bb-44f0-8b7c-7ee31651f287,GO-3500216,CANHAO DE IGNICAO - G2
b85d1e47-1474-4e61-b855-c55f3c01d5cd,OF-CS-EL-TU-001,TUBO TERMORRETRATIL 2.0-0.8 HFT-1.5
b86750f3-ac58-416a-a060-b9a8f8c28f07,GO-6200500,AMORTECEDOR FRONTAL G4
b88a0c71-980b-4249-9ca0-9f1eaf51e03b,HA-113-691,SINOBLOCO - CATALIZADOR
b8a2134b-5f47-4292-9bb6-6cb044e38052,GO-2100689,PORCA DO CUBO
b99db0c4-9fd8-4ec2-b7cc-242f0f8a8678,HA-150-357,JUNTA DA TAMPA
b9c2fc09-d54a-4ba5-a927-6f2b36593afd,GO-9991015,PNEU + JANTE 155R13C
b9f08c75-76a3-4f00-a51a-e2b2a33e8e05,GR-3350014,CONECTOR M-F
ba04bda3-8539-4dcf-8f78-720ba0879701,GO-4000116,ADAPTADOR (AP)
ba0f39dd-b543-4550-bb29-895b5332f1c8,HAA-400110,PIVOT DA ESCOVA SWS
ba730676-be1d-4bf8-a30a-5d7c57fadbac,GO-6301079,CABO
ba73e45e-4a4b-471f-975c-ce197961a252,GO-2101123,CUBO DA RODA TRASEIRO G4
ba8b961e-7d40-4af3-aa58-f9dfaa4e3c15,RA-57111186,FILTRO HIDRAULICO LINHA
ba9322ff-711f-4a25-99a9-209b2f73e93f,GO-7140245,KIT PORCAS
bac1a1f8-9293-4a97-92c5-3c8332790cfe,GO-TANQUE-400,TANQUE 400LT ALUM�NIO + ACESS�RIOS
baf79441-731e-493c-b7e5-a72ddf535304,GO-107061158,ROTULA SUSPENSÃO FRT | G2
bb1d578d-e9c7-4cb1-94a6-3d4ae5e0ec3b,GO-7140554,KIT COLAS
bb5b234d-b3f7-4316-ae2a-97753347021f,GO-4200034,KIT TRAV�O TRASEIRO DRT.
bb694d05-d3b2-4187-82da-0f8269f97088,GO-127MP065,ANEL DE BLOQUEIO
bb96b098-84fd-4552-b1b4-8482341451b0,OHM-610190555,E-LOCK
bbb44850-5fc5-4957-8a37-f48390c59a4f,GO-6102105,SUPORTE FAROLIM ESQ - G3
bbf43c1a-9f44-4945-bbbc-9e0db3f1b068,GO-3450513,SENSOR DE TRAV�O M�O
bbfbd17e-b6fc-4d36-af82-42b3b1189cbc,GO-3550138,FAROLIM DIANTEIRO DIR - G6
bc0b995d-2d5d-4393-884b-c04bbd5de4a5,GO-4151054,PUXADOR EXTERIOR DIR G6
bc1f7e84-f91e-41ab-8452-46f9afa20a18,GO-7141083,MOTOR 36 KW - G6
bc4a7f0e-26ac-4d25-80e7-b5bab1c2cd7e,OF-CS-PO-RE-CL-M6,PORCA REBITAR CABE�A LARGA M6
bd23bd23-189d-4088-a22a-66bab0b78f8b,OF-CS-AN-CH-M14AL,ANILHA CHAPA ABA LARGA M14
be01e439-fdd2-4903-8fa2-e10cf7d292cf,HA-150-373,RELE 12V 70A
be366c26-52e7-4f10-81d4-e6e9dfb8af21,GO-6207424,TAMPA LATERAL DIREITA
be380d6f-ed56-4f5b-adfe-2139a1b0afe0,GO-2100014,RETENTOR DIANTEIRO
be639468-338d-4b6b-8c6d-e5e60f2de940,GO-7140316-01,CARREGADOR G3 - 320AH
be7ff08a-138b-489b-b596-7d4c591ad972,HA-149-038,BATERIA 12V
bf3b4d15-a0e6-4476-8fc4-7b941e5ef769,HA-5061003341,PARAFUSO
bf681695-69c3-4a54-99f8-8492f04b6c2c,GO-4200381,FLANGE DE FREIO ESQ.
bf6c2930-400e-413b-bd06-c2ea7fcbd6ee,HA-150-216,PARAFUSO
bf8ff75e-93b3-4d51-a7fc-7e27339c5011,GO-2050137,PROTECAO DO CARACOL DO ASPIRADOR G4
c06851f7-5c8e-4916-92ec-0abd5218a925,GO-124MP510,CABE�A DO AMORTECEDOR
c094b7c5-cecf-4f8d-ae47-596ae18c5bdb,TEC-DD289,DISPLAY TECNO
c0c62fc4-d42d-43bc-a7ab-e45f4eed113a,GO-3450395,PEDAL ACELERADOR G4
c128d85a-1ae8-4354-aed6-7a3c73c605ac,GO-4150343,CASQUILHOS D30-34 H36
c13605b8-ccc5-4752-be5d-b73fc53e616f,GO-3550112,FAROLIM TRASEIRO DIR G4
c14e77ab-21e1-4a66-9aa4-45112535544d,GO-4150979,PUXADOR INTERIOR DA PORTA
c163eb1f-3148-4416-97be-09b405837923,GO-127MP109V,VIDRO DA JANELA DA PORTA DIREITA  G4
c19f83b0-35ba-46d0-aa81-1690a6beb2f3,GO-6001236,GRELHA FRONTAL G3
c1dbb279-0848-4a7e-ba75-b321351a1e88,GO-2100433,ROTOR
c200952f-2a61-4f50-8585-33a76b348988,GO-2101792,KIT 16X BMS - KAYTEK
c237dd61-2767-4ca8-9b27-be9f21369d6c,GO-5300046,ANILHAS DE ESPA�AMENTO G3
c264e1d0-46a9-42af-b2e2-8d3441aaad67,OF-CS-AN-CH-M12AL,ANILHA CHAPA ABA LARGA M12
c26c28cc-f973-463f-899f-9263517f4e5e,GO-2100734,"PLACA BMS G5 11,4KWH"
c2733f00-a631-44ea-80eb-acfbaaacefc6,OF-CS-PO-RE-M6,PORCA REBITAR INOX M6
c2aaf7c2-6539-485c-a5b1-da9c00663941,GO-2100319,VIDRO FAROLIM TRASEIRO ESQ. G3
c2b7fbae-1569-41f2-9639-01580b6a8114,HA-00004149102,RELE K37.1
c2c7edee-2a56-4f83-9d08-8af0df414c31,GO-2100559,VEIO DE TRANSMISS�O ESQUERDO G3
c2fd6b21-bfa1-4bb1-8eaa-c819052f4e82,GO-4200347,DIRE��O ASSISTIDA EL�TRICA G4
c320bef7-08cb-47f8-b64a-ec3dca9633c5,GO-6207184,CAIXA REDUTORA G5E
c33d5611-c0ee-48dc-9a80-6b64a68d3d65,OF-CS-EL-PO-002,PONTEIRA ISOLADA SIMPLES TE 1.5
c342c946-3dcf-4c5f-b08a-a90b69c14ccd,GO-7140635,GRELHA FRONTAL COMPLETA G2
c35cc2ee-a810-4549-af20-827457969ce3,GO-7141111,KIT TROCA DE FUS�VEL F8 - G6
c39bd940-16f7-4189-b125-a2a61e1b1194,HA-122-537,BOMBA DE AGUA
c3b0a7df-bb56-42ee-8048-5689fc74f14e,GO-BF-SUP-CURTO,SUPORTE FERRO P/BARRA FRONTAL CURTO
c3f901c4-e52e-4d05-af0c-ed20e5b5dc8c,GO-104011284,RELAY 5 PATAS 12VDC  G4
c415db01-55ad-448d-a9d6-d9a1883440d3,P-4132,FILTRO DE AR
c468811c-9269-42c3-8963-4409b89256f1,OF-CS-EL-TE-017,TERMINAL OLHAL 1.5X6
c4746fb7-0cbf-4cb8-97c5-3708660f54af,OF-CS-HD-CQ-MM3838,CASQUILHO M-M 3/8X3/8
c49e297e-72fb-4a47-b220-170a4e2d1012,OF-CS-PO-SX-M8,PORCA SEXT.  FREIADA M8
c4dbecde-8067-423b-a1b8-84674c23687f,GO-3450163,PORTA FUSIVEIS
c542b0e4-a537-4dcc-a59b-a26e3c7e944d,GO-6001157,BER�O DE DIRE��O G3
c5822d07-527b-4886-a468-d14568adf3a8,HA-101-645,ENGATE R�PIDO F
c5bd8a28-2217-4e43-a23e-a59f9c3d05fb,HA-147-237,GANCHO
c5d5b0e8-1942-4f33-8732-415f35c18603,GO-4000578,KIT MAXILAS
c603ad70-37f2-4d7a-931c-d259b9a68154,TEC-BR404,SENSOR
c6096442-0af8-4be2-9888-af97e9d951dc,HA-MANG-AP,MANGUEIRA ALTA PRESS�O - HAKO
c62bb805-c5f2-4407-b638-d62143b949c0,P-8778,FILTRO BOMBA HODR�ULICA
